Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Canada,CAN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,7452527623,7359338827,7469254670,7792434890,8874461306,10055817479,11653023568,12469546116,14139540131,16467693333,17034787061,19266916221,23016335084,28022835316,38321052045,41211329925,46290677789,48445935402,52877847462,62707546952,70404560896,78611226958,66961173705,73958941902,87017990889,92167704138,98333213386,1.07112E+11,1.28295E+11,1.41234E+11,1.47858E+11,1.51757E+11,1.57205E+11,1.6803E+11,1.82802E+11,1.99284E+11,2.08617E+11,2.36596E+11,2.4081E+11,2.59053E+11,2.86676E+11,2.67822E+11,2.70575E+11,2.94625E+11,3.36556E+11,3.84891E+11,4.29507E+11,4.69362E+11,5.05034E+11,4.10146E+11,4.99993E+11,5.68146E+11,5.87121E+11,5.86141E+11,5.85135E+11,5.30268E+11,5.12704E+11,5.48292E+11
Central Europe and the Baltics,CEB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82585362113,76036439926,86872624753,88098444251,97715969591,1.33188E+11,1.50078E+11,1.60899E+11,1.77664E+11,1.73206E+11,1.8996E+11,2.06239E+11,2.3206E+11,2.95417E+11,3.83035E+11,4.5017E+11,5.52113E+11,7.08661E+11,8.43031E+11,6.10903E+11,6.97771E+11,8.30243E+11,7.91537E+11,8.26044E+11,8.71392E+11,7.64997E+11,7.80331E+11,8.84944E+11
Switzerland,CHE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2546890123,3068472925,3427708777,3694832986,4097821746,4146180481,4411016178,4635551289,5060440505,5896400749,10241069060,11663672488,13813883303,18866870418,23401481825,22223981134,24658898744,29624833493,39694626566,48982225116,58659625231,52734624682,49532228242,49686925015,47851991956,49279196817,67413713380,77985374665,86892624752,89079899383,1.07336E+11,1.01179E+11,1.04435E+11,97940819978,1.06082E+11,1.24759E+11,1.25202E+11,1.20714E+11,1.24404E+11,1.23685E+11,1.25112E+11,1.26149E+11,1.27246E+11,1.46182E+11,1.67604E+11,1.90201E+11,2.06957E+11,2.39991E+11,2.88924E+11,2.69127E+11,3.11078E+11,3.98975E+11,3.78438E+11,4.12219E+11,3.72934E+11,3.43923E+11,3.65061E+11,3.66107E+11
Channel Islands,CHI,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,650727272.7,715636363.6,693181818.2,837125000,791260869.6,762593750,948051282.1,905156862.7,938782608.7,1178162791,1274884956,1310729508,1560149038,2590758380,3129223853,2025346741,2100124107,3074828152,3782801706,5570423584,7679845877,9047297177,5382281401,4355576959,4799834957,4307602968,4672424640,5752821226,6765529486,8748407010,9686180976,10137181116,12544703152,13669475781,14680688842,19346618434,21946625731,24191173540,23494325678,19982048574,22411585685,21822419952,21332345472,23190197866,29694953337,38680972557,45358377418,54405352884,70715782094,50503967543,68442909064,86884940756,91222239392,91237690166,83794979623,72190111947,68332754962,74786867033
China,CHN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2644406532,1746689414,1372979121,1450158421,1710130799,2246323828,2481923796,2169144528,2067592818,1917296287,2278820375,2128523844,2850652532,5207600281,7791148277,7925583396,6660142165,7148239854,7617886179,10560869565,12450000000,14591269841,17788124795,19385304449,24710305081,38302403274,33592580690,33781853910,48984701330,46118793490,38461758920,43941659170,61849400129,86072328750,97250445198,1.19901E+11,1.37262E+11,1.44624E+11,1.44914E+11,1.68058E+11,2.24306E+11,2.43974E+11,2.9562E+11,4.12137E+11,5.56183E+11,6.48712E+11,7.82812E+11,9.49017E+11,1.14648E+12,1.02959E+12,1.38008E+12,1.8254E+12,1.94322E+12,2.11938E+12,2.24129E+12,2.00326E+12,1.94448E+12,2.20842E+12
Cote d'Ivoire,CIV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,125105306.8,173748889,166140901.8,178997244.7,227712352.8,277073943.7,293880244.3,311787445.1,358694218.5,368517384.9,423656620.7,450325312.8,536449174.6,833598036.6,1178207135,1424552666,1689889741,2276134374,2957600540,3443467898,4190182123,3565652190,2975901593,2442621512,2175043870,2260591210,2764108287,2987988909,2860181709,2835035989,2926929958,2831550804,3135722395,2861522067,2436641848,3788785443,3935331284,4136989193,4410458617,4225089821,3628438194,3676789145,4000564142,5108743062,6324073681,7521516467,7601360209,8587383896,9728422151,9692737803,10781657537,9476194624,11987610452,12070076939,9093842826,8565603857,7333464912,7836513172
Cameroon,CMR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,197515591.3,201177195.9,210907991.4,259406643.9,263432919.1,286172801,335126959.9,373274385.8,422044770.8,514251588,703141264.9,841897802.9,936044260.1,1240159146,1641291151,1828861014,2169800854,2117131907,2163148272,2418063346,2572868200,2413598418,2537512535,1994132706,1979526250,1930731927,1820379197,2087299308,1942661110,2008477429,1698592174,2436723534,2704330298,2384496410,2275345530,2515403939,2933604778,3189636263,3741046547,4222751576,4731960094,5092288035,6621856553,8694602319,6860732724,7046206466,9095711686,8809596983,9716644401,10527164427,8535825967,7543172007,6951453939
"Congo, Dem. Rep.",COD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,652284117.6,289758285.7,281268095.2,1968501386,1074945455,1101284909,1723357636,554017262.2,598269521,716055509,888895808.4,1037045749,974051856.3,1249501257,1826347545,1544910359,1895866254,2428488056,1413875670,1513091353,2353845419,2149230264,1904761879,1903154417,2052227172,1844401509,1945438642,2211277028,2465392973,2240912519,2730558340,1925087375,1440947238,974381012.1,1157757147,1338976146,1749529627,913626093.6,2044259390,826448700,2971014493,971000000,1190984744,2684033001,2739841247,3514019627,3795526426,6873939039,8854270979,6738233802,10704460353,11804250541,11004106484,13401952029,15034396292,11984597102,11327290119,14684854812
"Congo, Rep.",COG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,112771915.3,126893746.7,104827975.3,99632771.98,104822271,105279938.2,112749008,132519860.7,143800836.3,150792096.4,158825947,169598347.4,212675136.2,235094360.7,348144059,489004627.5,502196073.6,499430790.2,536657899.7,582921406.2,1025655320,1516938861,1480190946,1085638606,1000785740,1210204368,992475139.7,887412825.5,894415286.6,832266748.9,532937076,764320192.1,482474334.3,601401825.2,1313209344,1345946416,1523134287,1397383519,1415791934,1391257515,1404291126,1489688468,1628973920,2658587664,2363288839,3317745076,5073251097,4493098516,5574031839,4816476039,6568061913,8343154976,8251795057,9306801069,9960023462,8242700349,6222524410,5130339639
Colombia,COL,Imports of goods and services (current US$),NE.IMP.GNFS.CD,594894694.8,627934716.4,605929809.3,597285655.6,755727700,602333333.3,822044444.4,656344999.2,845798781,920648666.1,1138569279,1304349957,1280485853,1484831408,1918524079,1843020015,2132872143,2583332951,3197339800,3760432262,5203232620,5615791810,5913946559,5123165384,4770997073,4370687816,4190788878,4698963510,5434977201,5463099784,5969019819,5735723971,7765034454,10468179980,17091698826,19392751884,20252680332,22137740206,20576289396,15343463758,16732945250,18181380994,17791627420,18880942910,22352723852,27531479845,33390235240,41049096186,49437130335,42670565617,50988386204,66857507239,74069955861,76517618155,80870484833,68136438749,60802423165,62106969223
Comoros,COM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,64152503.95,56236157.26,57656114.13,59866771.83,59695206.81,57312128.05,67420729.25,83484733.51,86665680.25,78080131.51,92877278.36,94305479,111402185.8,99396030.94,87769225.08,103347846.2,95381327.22,91253602.82,80249279.71,75484879.42,57301990.23,64978813.31,69491721.91,101201994.5,119511233.6,138381749.5,155667548.4,191350716.1,255325613.4,253617286.3,274155699.7,306255239.2,321496769.2,370280818.1,390568029.2,267487309.2,269754409.4,286823056.7
Cabo Verde,CPV,Imports of goods and services (current US$),NE.IMP.GNFS.CD,,,,,,,,,,,,,,,,,,,,,95271002.54,98597331.95,111363376.2,107746729.5,102579340.4,109057018.5,143832346.2,154640326.9,157247386.1,166385998.1,211201277.1,205936309.7,238072377.9,230719808,229787766.7,294133735.8,277548294.9,287190631.1,308372216.2,355408993.1,326304704.5,351069967.2,425645501,548644421.4,642983643.3,647010928.1,805264991.1,1002327678,1128862233,975047361.3,1028011941,1199639657,1048423624,1015184714,1127606743,944263499.3,974833868,1121384369
