Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2018/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Antigua and Barbuda,ATG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,26.84184492,29.159718,33.48861966,37.3059203,40.42193789,44.97858183,47.30509374,49.12360893,52.7642876,57.05135578,62.11548321,69.79954521,72.99685104,74.2014915,76.13530609,78.00946061,79.4236698,82.00122765,83.97183078,86.47178375,88.05194955,89.9099525,91.26185303,92.67830888,94.05352945,94.71331119,93.80112323,95.34079829,99.59339406,100,103.7388252,108.2828074,110.2189145,111.8063245,113.1473123,115.9539367,114.3032707,116.7051017,119.5746098,121.4345482,123.3280197
Australia,AUS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.767570832,6.985689371,6.980400789,7.105293349,7.338859215,7.557775166,7.760657274,8.138213162,8.321490334,8.717095617,9.16456263,9.639776035,10.2363854,11.15594775,12.98345637,15.12438001,17.24457357,19.21365059,20.79609348,22.59181414,24.85454202,27.22217649,30.40963021,33.49854393,36.1326504,37.80506449,40.23536035,43.10301125,46.24925939,50.52637366,53.61068567,55.23224674,56.03679728,56.52976059,57.11030971,58.40822824,59.98278732,60.7225809,61.49551669,61.71386638,63.30576407,66.23143025,68.12582001,70.24685563,72.57134469,75.3259813,79.16228077,83.13172434,86.89351242,91.24120618,92.30307388,98.08003728,99.91849246,99.76072494,101.1972247,100.4604789,100,103.7014536
Austria,AUT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,17.9646708,18.87856122,19.50914353,20.22674174,20.87071836,21.981336,22.66767378,23.403866,24.06807519,24.72599357,26.3211642,27.95422723,30.07872951,32.49872666,35.58680072,37.8849166,40.0159125,42.09622495,44.61905804,46.45485182,49.04732479,52.34167059,55.1447188,57.05977569,59.88410518,61.65846853,63.47800846,65.02493468,66.01777106,67.97504013,70.01407411,72.5638967,75.08846224,77.15871469,79.10692815,80.541863,81.3361703,82.3666983,82.73067689,82.94275754,84.07413082,85.71114083,86.6930478,87.8266029,89.35454035,91.62217332,93.35581314,95.42941004,97.2963154,99.13450221,100,101.8334099,103.9253094,105.6129407,107.7045602,110.1977306,111.397621,113.131371
Azerbaijan,AZE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003659347,0.006716714,0.078271835,0.663406228,9.85292278,63.61986033,80.42887157,87.86067078,87.01375442,88.89412797,100,102.5150101,105.7127804,112.0646534,121.3830268,140.9735452,156.9052751,189.8269895,242.5266695,196.6170219,223.6647467,274.1371274,281.9443882,283.2343491,281.6520338,256.711398,294.3745557,341.3371172
Burundi,BDI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.211751598,2.655814617,2.561070649,2.681111854,2.826353517,2.797260057,2.885430644,2.731983842,2.815495483,2.966458967,3.120255383,3.163321739,3.299053863,3.480846329,3.914391922,4.739816059,5.122553753,5.855290276,6.587652724,8.309052995,9.670410262,9.084062818,9.599312818,10.21640933,11.97528628,12.58229426,12.04661387,11.63488529,12.04108505,13.81801023,14.64509573,15.24454012,16.0680137,17.31210306,18.46135758,21.43413678,24.53203645,32.47987391,36.19900006,41.6122493,57.81809536,65.74866051,66.42446375,74.35936323,84.1347636,100,102.845128,109.9433704,136.3198221,147.5625989,165.7176622,189.4059056,218.6056692,247.3815642,267.9226507,280.9353558,291.6242006,350.6068358
Belgium,BEL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,15.84793761,16.05641226,16.32418376,16.81812037,17.59888926,18.49655808,19.25233021,19.86714007,20.38771662,21.20808292,22.74406219,23.96273815,25.4766609,27.21085381,30.52196329,34.4561593,37.06630442,39.83814476,41.60028541,43.4744789,45.26849524,47.59493241,51.19806716,54.07173758,57.01254659,59.65094074,61.31924655,62.35193056,63.70433779,66.76052652,68.63810169,70.61256221,73.03070672,75.94699215,77.5375539,78.48410863,78.8326347,79.54152392,80.94207312,81.40230548,83.04954288,84.79490618,86.21932636,87.91165154,89.65283016,91.56784232,93.6829523,95.56363572,97.39388871,98.15171363,100,102.0018473,104.0160457,105.1042666,105.8036871,106.9831731,108.6782529,110.5018611
Benin,BEN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,9.742853939,9.844319495,10.21649001,10.47691255,10.43881095,10.65360206,10.77469789,10.78989802,11.14310802,11.52801276,12.10983697,12.30035907,12.95439697,13.57915385,15.60526001,17.82853137,20.33084242,21.38334712,24.02086729,27.14470562,29.91015932,32.14413365,37.33485965,39.10685039,39.87083438,37.92634107,36.55941028,37.66659734,37.43664016,38.26958087,39.10255539,39.3984132,40.59026818,41.55563539,56.11262133,64.5853196,69.04641729,71.57870098,75.3234157,81.75849131,85.30522781,86.98751439,90.07827375,92.83815289,93.55318816,97.57017983,99.61102467,100,106.4380686,109.131171,110.0969511,114.2078365,122.9934988,124.7236236,124.4135106,124.5077503,124.1591345,124.6022637
Burkina Faso,BFA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,18.75675844,19.11325094,19.4974983,20.50113685,20.87266185,20.73572216,21.21329009,20.27757008,20.22406189,21.62218248,22.00779836,22.75110632,24.41117384,25.06487065,27.82569331,30.1007654,32.12519408,38.1203902,43.66016938,47.04537175,51.13566975,58.08225585,63.33667666,66.76275826,71.10306211,71.64135972,67.09523053,67.92541537,70.2406916,73.63445519,74.96725018,71.99271406,72.15618044,71.11580393,81.52641936,87.0454066,87.34893842,88.70826247,95.75197885,100,99.18022803,102.3337918,106.2613073,107.8390536,107.9367852,111.9729696,111.2307891,112.3375264,120.9192017,123.8278774,132.2557278,141.124726,149.3437923,146.1640011,145.2572303,140.7928513,146.4585378,151.5007529
Bangladesh,BGD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.181300223,2.317794683,2.318309778,2.438028663,2.224866341,2.401336174,2.552528834,2.930097967,2.761043492,3.087611869,3.103368232,3.195328944,3.335987953,5.384477485,7.782870047,14.05350949,11.57581684,11.20421507,14.07461011,15.84301534,18.62426731,20.46708088,22.48427799,24.39268862,26.31375099,31.18050968,33.7542752,37.50762611,40.31913598,43.68093476,46.5344946,47.80466852,49.03906245,49.11532711,51.06334722,54.71179208,65.18538704,67.66258311,70.86722687,73.54674346,76.08164917,78.56279358,81.62113899,86.36807478,90.30830414,94.45016871,100.0000344,106.4712601,114.8409298,122.6091776,131.3691726,141.6940618,153.262812,164.2593623,173.570823,183.7642496,196.1276512,208.4418832
Bulgaria,BGR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,0.061107122,0.062830916,0.064035053,0.063621853,0.065363023,0.06551282,0.066394289,0.066436674,0.062855907,0.067085911,0.08465437,0.276428569,0.441120977,0.666494333,1.151068826,1.869066984,3.80241401,40.24867529,53.21141478,54.51138479,58.49660471,62.06981466,64.41214689,65.87504349,69.60323175,74.13558018,79.13338409,87.91038305,95.05729105,98.90465646,100,105.9786282,107.6268552,106.8703591,107.3535245,109.7215564,112.1861484,113.5080299
Bahrain,BHR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,40.39822513,48.03824255,54.63100815,52.61514189,52.39495801,51.43875289,42.49219048,42.77223461,43.63171174,45.3659241,47.55559915,46.66035317,45.01200513,43.65002525,46.85009131,47.36107049,47.4542401,47.89637843,44.51613436,45.69867597,59.40438702,57.40609699,59.45241905,64.47314237,71.55943491,81.38811779,88.58488764,96.05741004,106.974194,93.07422935,99.99989657,109.7363083,113.040086,113.4749583,111.5792374,101.1260693,101.2074326,106.980691
"Bahamas, The",BHS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,8.708804817,8.809879315,8.905874627,9.025548581,9.161410259,9.345712888,9.698169492,10.15525126,10.6796157,11.63281122,12.34768768,12.91352684,13.78992385,14.55540576,16.48147996,18.23780881,18.67363139,18.99644302,19.42346098,21.08496259,23.19490646,27.29769752,28.30634951,29.99821068,30.94958458,33.56814448,35.13254993,37.44650181,38.00232422,38.69137147,40.65445986,41.69380717,43.32218629,42.95308815,43.89091143,44.24310788,44.67856772,76.80913312,79.15122227,83.06994253,83.835772,84.13210568,87.4644722,88.47440552,89.53125881,94.05862958,94.83738033,97.63272587,99.08642057,98.05933684,97.67427911,96.83590557,100,99.54198473,102.7821813,109.4707624,111.7912012,113.2169089
Bosnia and Herzegovina,BIH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.94255894,54.36119212,45.08893254,50.95567076,50.14959022,54.33991492,69.98445018,72.05736368,75.27226261,75.95903522,77.91307977,80.11511183,86.38934401,91.82746072,98.44792311,98.61546755,100,102.4363887,103.2514474,103.0205064,104.0554041,105.4772593,106.9651738,109.4750217
Belarus,BLR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20E-05,8.84E-05,0.000999979,0.011586899,0.237038833,1.805060378,2.774636416,4.762651609,8.409911455,35.05195885,100,179.5345725,260.1343551,339.9574179,417.0431794,496.1652805,549.4961802,620.2311876,751.8041538,794.5353216,914.191125,1561.177217,2735.199915,3315.95595,3916.441968,4543.953583,4923.006632,5325.480301
Belize,BLZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,23.172561,23.58109947,23.90108664,24.1251974,24.64055287,26.02303925,27.5255923,28.38506342,28.86175029,28.92407211,31.0556728,32.62830215,32.22526589,36.9547332,44.97783599,52.56887642,53.17735299,54.36985271,58.36559213,60.45825204,67.34960375,65.85981283,61.37321936,66.10366629,72.34678707,70.98912303,73.95340595,80.70796543,84.12852241,85.78852744,88.20200726,85.94341005,89.39201114,90.867611,94.12822884,99.8499611,101.815736,100.3121367,101.8195681,99.54320422,100,99.77731909,101.5262549,98.62318761,100.6609097,103.3601623,107.9889658,113.2230908,116.3153997,112.8195027,114.1025275,118.9415648,121.2640356,123.3817909,125.3043341,126.0094034,129.5865588,129.7106563
Bermuda,BMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.418170812,6.478439779,6.541704629,6.624836705,6.655380716,6.752624014,6.928773708,7.169918287,7.813892716,8.30468825,8.825352291,9.667839092,10.58877528,11.94543137,13.73532856,14.60848714,15.01513617,16.40690432,17.21391241,18.31824745,20.1233435,23.68706514,26.57892227,29.50190764,32.53958705,35.0171799,37.06048022,39.46502131,41.39605032,43.72942693,46.36787352,49.3496016,50.73824214,53.37475562,54.42066822,56.694616,73.34281984,76.29406445,78.38570529,80.51164282,77.10088348,76.04522113,82.57023726,84.90263177,88.88638497,94.89721445,100,105.8664058,108.0740778,108.4346831,109.5720627,109.5363723,114.8265545,118.5537057,,,,
Bolivia,BOL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,8.44E-05,9.00E-05,9.32E-05,9.43E-05,0.000101352,0.000106437,0.000109309,0.000111504,0.000106437,0.000109572,0.000116117,0.000119026,0.000141637,0.00020247,0.000327069,0.000348967,0.000378989,0.000426501,0.000486653,0.000582997,0.000729032,0.000943994,0.002438174,0.008904164,0.137426626,17.09403302,56.42828515,64.65789691,75.98811448,86.00823243,100,117.6894369,133.22351,141.9591879,153.248072,170.7601673,190.5345464,201.4046233,215.6059255,220.8053948,232.2771357,236.6209337,243.2954344,258.6960184,279.3081668,295.901294,336.3322981,361.1312736,398.620971,388.9747584,423.1170502,484.9020997,519.3314901,550.467428,561.7492428,535.7930417,528.5337465,560.5702863
Brazil,BRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,5.35E-13,7.02E-13,1.26E-12,2.13E-12,4.13E-12,6.25E-12,8.72E-12,1.13E-11,1.43E-11,1.73E-11,2.02E-11,2.43E-11,2.90E-11,3.55E-11,4.79E-11,6.41E-11,9.46E-11,1.38E-10,1.95E-10,3.05E-10,5.72E-10,1.19E-09,2.43E-09,5.83E-09,1.82E-08,6.05E-08,1.48E-07,4.51E-07,3.39E-06,4.44E-05,0.0012425,0.006389388,0.068250438,1.43417902,34.46103832,65.3027855,77.35623227,83.33496635,87.43845635,94.44165337,100,108.2326355,118.836751,135.5833261,146.0876853,156.9524092,167.5923607,178.3997016,194.0667778,208.2597402,225.7736646,244.5293272,263.9217048,283.7127775,305.9619437,329.125222,355.9304587,369.4245478
Barbados,BRB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,100,108.0530071,111.2748443,122.1742678,130.3526694,146.4786651,180.077289,202.032907,221.9682675,234.5042388,246.6994717,255.3959025,266.7868258,286.3324078,294.2524042,314.0871077,326.0282661,336.5416388,349.7621981,364.5440035,369.2383975,380.6216581,390.2363876,393.9553526,428.3552245,447.0755752,450.3550516,460.7124148,464.8210717,469.9177678,497.3218152,530.3016725,546.67036,572.0513175,582.0346076,583.4876518,585.3635138,607.2541132,604.8467676,599.150776,598.6117026,590.1567797,571.6306727,595.4794982
Brunei Darussalam,BRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,27.11505936,28.61152968,30.22153673,32.75443377,32.04319439,36.10367265,67.1939775,73.25594603,69.71149859,61.75042084,60.96361453,59.46089737,40.49004816,44.83461442,41.3962151,44.99687857,48.78109976,47.39704297,48.21553082,46.79245448,42.69173853,43.91827112,45.88965507,49.82921468,44.02482195,49.12904945,63.38419156,59.83981219,60.06373846,63.73039609,73.85471175,87.71452266,96.52783359,97.60937747,109.9986722,85.69840738,100,120.1805054,121.6486942,118.2131481,115.8419336,95.60634579,86.82871954,91.13129351
Bhutan,BTN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,22.52841224,23.51574081,25.27152038,26.94965889,29.65596083,31.52802143,33.63565556,33.77150021,38.73576005,40.86839418,43.20150925,46.98775298,51.35609097,55.56033807,62.70094717,67.74700638,73.20479126,82.34470047,90.99882439,97.76486741,99.99997669,105.2662842,110.4045605,113.8106234,118.1251074,125.0447982,131.811216,135.9114153,143.5945861,150.5607201,159.572548,173.3072199,189.2181038,200.3146002,214.8986148,222.7369862,232.175042,249.7017718
Botswana,BWA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.984761334,2.023145557,2.050675213,2.074808108,2.127663821,2.209499636,2.33740187,2.514613186,2.569083466,2.609786875,2.76581542,2.89481803,3.206746895,3.524426878,3.975445112,4.630092864,5.154012406,5.408485754,6.08275147,7.412219635,8.167545758,8.16033195,8.461890356,9.201923741,10.62150314,13.0531539,14.88859048,16.77855856,20.58679799,23.39664419,24.87063705,26.15836652,27.89509391,31.53950435,34.52434149,36.99465992,42.9553118,45.22401281,49.59418706,56.65402297,64.68244581,70.05938439,70.891249,73.20165459,80.57949462,93.04651758,100.0000058,104.9276131,109.8900528,116.9917258,127.4273875,148.3443533,148.177907,148.8549047,166.5744481,169.6809808,189.9706562,195.9535881
Central African Republic,CAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.298689766,7.636985389,8.010338273,8.384779589,9.017157238,9.471544298,9.895434838,9.818802886,11.40673907,10.96727303,11.45980007,12.02571574,12.5842185,12.86100716,13.55305791,16.17235119,20.37661699,22.69394018,24.78822633,27.49674509,32.51912984,37.03042614,44.77505614,49.7463775,50.45247811,67.67956523,65.35880774,63.85336487,65.52891288,67.13843719,68.37153201,68.10500911,70.00013111,67.59701239,84.09918014,92.42329669,89.14869702,89.88273045,89.51047745,93.16672578,101.0920475,101.5226376,99.11464074,100.4392273,95.97994058,100,103.3340459,105.2335651,112.6810189,116.60515,118.9477847,121.2813555,124.5483033,133.2629922,148.0134523,157.1344457,167.0579343,174.592883
Canada,CAN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,12.22857101,12.28458699,12.45831695,12.7151026,13.04559982,13.48387812,14.15545976,14.77852435,15.31584619,16.00594533,16.97536814,17.79559325,18.84555555,20.67107093,23.81268042,26.35948322,28.86281894,30.82449311,32.8598238,36.14104656,39.78102777,44.06808387,47.96283173,50.72674596,52.51636169,54.26429293,55.92872158,58.5915063,61.25416528,64.14128166,66.33705584,68.38966448,69.41651335,70.32096828,71.35492575,72.96795783,74.24092129,75.08824974,74.9527616,76.37978264,79.69563798,81.01718511,82.02522328,84.69591526,87.47412982,90.22697922,92.58499471,95.65768282,99.48874992,97.2062324,100,103.2420497,104.5028957,106.1594286,108.2513426,107.4333926,108.091066,110.5480802
Central Europe and the Baltics,CEB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,55.12487924,58.24555782,62.52546529,64.00537061,66.41174078,67.91977251,69.98086181,71.51587971,73.51134328,76.05370401,79.55492848,83.85813797,85.63981734,87.62839447,88.66625386,89.32039599,89.46530214,89.09767096,88.99333884,89.0957946,90.43338955,91.35445834,91.12276089,92.14963952,92.46611926,93.10430972,95.05557469,97.35084509,99.32441296,99.68381347,100,100.3422865,100.1676722,100.1930107,99.56639579,98.96823134,98.4079291,98.7558499
Channel Islands,CHI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49719785,75.33157075,78.26371473,80.84769735,84.39103005,88.0651754,91.40951326,93.69905617,96.77138413,100,,,,,,,,,,
Chile,CHL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.84E-05,3.02E-05,3.41E-05,4.91E-05,7.26E-05,0.000100852,0.000129677,0.000162284,0.000216599,0.000303586,0.000426768,0.000502185,0.000942074,0.004849895,0.037761692,0.168870744,0.586502463,1.183407263,1.849483787,2.736823294,3.533722193,3.942533302,4.244387342,5.558605538,6.433392868,9.114953619,11.0705575,13.93212158,16.9578832,19.290615,23.62539696,28.67910144,32.54056378,36.49893453,41.77813492,46.6581211,48.23113515,49.70779491,50.22601732,51.37089051,53.56537234,55.63347846,57.52060665,60.15439329,64.87620159,69.83461744,78.32804834,82.50921429,82.46512215,86.30367979,94.03846909,96.9657991,98.06166867,100,105.9236057,111.1874779,116.4415917,121.8577575
China,CHN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,14.85558139,17.12165084,17.10196695,16.65361996,16.59332745,16.73765303,16.47619903,16.61023246,16.83672556,16.19818791,15.77467488,15.87972434,15.89150481,15.92463304,15.96886142,15.78822563,15.77144492,15.94394853,16.16157673,16.7420524,17.37460029,17.77418397,17.76270972,17.95764841,18.85407519,20.77663333,21.74874534,22.84768256,25.61125777,27.81992121,29.41249756,31.37842467,33.95090564,39.11219185,47.16954173,53.61787238,57.10362171,58.02993406,57.51196504,56.78247772,57.95302657,59.13707356,59.49476454,61.04486565,65.29012205,67.83816032,70.50278278,76.005538,81.95480077,81.84506479,87.52875058,94.66422666,96.92905328,99.08595168,99.9067536,100,101.1380176,105.2386417
Cote d'Ivoire,CIV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.643475295,6.842119423,7.047712783,7.260125007,7.47111716,7.701142981,7.704346904,7.798937165,8.250791985,8.40375489,8.655098451,8.57364585,8.788982947,9.951586884,12.60808054,13.15198729,15.54867042,20.01911402,20.90662233,22.27420753,27.65202027,28.47521847,30.83903679,33.62897719,39.65189199,39.78815852,38.98427664,37.39558675,37.25313723,36.87598404,35.20798241,35.44158359,35.43313534,37.61375933,55.06130384,61.14215853,64.188924,68.16971269,70.65073797,71.20618141,72.80534321,78.19032738,83.40351661,87.40773353,84.88110775,85.98567009,87.48527539,90.05134312,97.70802111,100,105.3864233,107.1099385,111.5200863,114.5887912,119.0684821,122.7669243,124.6923374,126.1177731
Cameroon,CMR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.077741813,7.436190443,7.667452922,7.64720172,7.985287057,8.20507663,8.220533084,10.16297806,10.74742348,11.31724773,12.20949992,12.62952194,13.63690104,14.52732699,16.07537245,17.03829897,20.39048947,21.59042366,22.32661536,25.19620315,28.78562771,31.31881874,35.22801849,39.72419583,45.10769504,50.15395057,50.24384435,49.04185626,49.44100728,48.54163424,49.33922107,51.09999653,50.44710667,70.52517266,77.30880232,81.16866995,82.03941829,86.62452225,90.35655705,89.34477464,94.00394096,95.3770313,97.13354783,97.32374553,99.25660173,100,103.3586637,104.3485946,111.2489416,113.079189,115.2388068,118.3159509,121.4760517,123.955566,126.5537676,126.780485,126.8192219,130.319705
